text,label
please i feel threatened asap,THREAT
urgent give me safety tips immediately,PREVENTION
help give me safety tips,PREVENTION
urgent i am in danger immediately,EMERGENCY
quick he is abusing me now,HARASSMENT
urgent i am safe now immediately,SAFE
quick everything is okay please,SAFE
quick this place feels unsafe asap,THREAT
urgent i feel threatened please,THREAT
please give me safety tips,PREVENTION
safety precautions for women,PREVENTION
please i am being assaulted now,EMERGENCY
i feel uncomfortable with someone,HARASSMENT
quick i am in danger asap,EMERGENCY
i feel threatened immediately,THREAT
urgent i am being assaulted asap,EMERGENCY
urgent ways to stay safe while traveling now,PREVENTION
i am getting inappropriate comments,HARASSMENT
please i feel uncomfortable with someone,HARASSMENT
urgent this area is dangerous asap,THREAT
please this area is dangerous please,THREAT
please how to stay safe at night now,PREVENTION
help how to stay safe at night now,PREVENTION
help i am safe now,SAFE
this area is dangerous now,THREAT
help safety precautions for women immediately,PREVENTION
someone is bothering me asap,HARASSMENT
help ways to stay safe while traveling,PREVENTION
please someone is following me now,FOLLOWING
urgent i am safe now please,SAFE
please everything is okay immediately,SAFE
please he is abusing me please,HARASSMENT
someone is bothering me asap,HARASSMENT
quick i feel uncomfortable with someone please,HARASSMENT
urgent i reached home safely immediately,SAFE
please someone is attacking me now,EMERGENCY
urgent someone is chasing me,FOLLOWING
urgent this place feels unsafe immediately,THREAT
urgent someone is chasing me please,FOLLOWING
everything is okay immediately,SAFE
quick i am being assaulted now,EMERGENCY
i feel like i'm being watched,FOLLOWING
i am getting inappropriate comments immediately,HARASSMENT
urgent i am safe now please,SAFE
please how can i protect myself please,PREVENTION
help i am getting inappropriate comments now,HARASSMENT
quick i am getting inappropriate comments please,HARASSMENT
quick someone broke into my house,EMERGENCY
quick ways to stay safe while traveling,PREVENTION
someone is yelling threats asap,THREAT
help no problem now asap,SAFE
he is abusing me please,HARASSMENT
quick how to stay safe at night immediately,PREVENTION
a man is walking behind me,FOLLOWING
help someone is following me immediately,FOLLOWING
this area is dangerous,THREAT
a man is walking behind me now,FOLLOWING
i am getting inappropriate comments asap,HARASSMENT
please i think someone is stalking me asap,FOLLOWING
help i think someone is stalking me,FOLLOWING
help i think someone is stalking me,FOLLOWING
urgent a man is walking behind me asap,FOLLOWING
help i am getting inappropriate comments,HARASSMENT
help someone is bothering me please,HARASSMENT
please i reached home safely now,SAFE
please how to stay safe at night please,PREVENTION
please give me safety tips please,PREVENTION
give me safety tips,PREVENTION
a man is walking behind me please,FOLLOWING
urgent i feel threatened asap,THREAT
quick i feel uncomfortable with someone,HARASSMENT
everything is okay immediately,SAFE
please i think someone is stalking me immediately,FOLLOWING
quick help me please asap,EMERGENCY
help i am being assaulted asap,EMERGENCY
quick someone is harassing me please,HARASSMENT
urgent someone is bothering me please,HARASSMENT
i am safe now now,SAFE
help ways to stay safe while traveling please,PREVENTION
urgent someone is chasing me asap,FOLLOWING
urgent someone is attacking me now,EMERGENCY
help i reached home safely,SAFE
urgent i think someone is stalking me asap,FOLLOWING
he is abusing me asap,HARASSMENT
quick i feel secure immediately,SAFE
no problem now,SAFE
quick no problem now,SAFE
quick someone broke into my house,EMERGENCY
quick i reached home safely asap,SAFE
quick i am scared right now asap,THREAT
please how can i protect myself immediately,PREVENTION
urgent i feel threatened,THREAT
please no problem now now,SAFE
urgent a man is walking behind me now,FOLLOWING
help i reached home safely,SAFE
help i am being assaulted immediately,EMERGENCY
urgent someone is harassing me,HARASSMENT
help i feel like i'm being watched immediately,FOLLOWING
urgent i am safe now immediately,SAFE
urgent i am scared right now,THREAT
this place feels unsafe please,THREAT
help i am in danger please,EMERGENCY
please this area is dangerous immediately,THREAT
help this area is dangerous,THREAT
help i feel uncomfortable with someone now,HARASSMENT
someone broke into my house immediately,EMERGENCY
help he is abusing me asap,HARASSMENT
quick i feel uncomfortable with someone,HARASSMENT
help someone is chasing me,FOLLOWING
quick how can i protect myself now,PREVENTION
please i feel uncomfortable with someone immediately,HARASSMENT
quick i feel like i'm being watched asap,FOLLOWING
help i am getting inappropriate comments please,HARASSMENT
help i feel like i'm being watched asap,FOLLOWING
urgent someone is attacking me asap,EMERGENCY
please i am being assaulted immediately,EMERGENCY
help someone broke into my house asap,EMERGENCY
how can i protect myself please,PREVENTION
help ways to stay safe while traveling now,PREVENTION
please safety precautions for women,PREVENTION
quick give me safety tips now,PREVENTION
no problem now asap,SAFE
help i am safe now asap,SAFE
please a man is walking behind me asap,FOLLOWING
please i am getting inappropriate comments immediately,HARASSMENT
please give me safety tips immediately,PREVENTION
quick this area is dangerous asap,THREAT
quick someone is attacking me immediately,EMERGENCY
quick i reached home safely now,SAFE
urgent ways to stay safe while traveling please,PREVENTION
urgent no problem now asap,SAFE
please someone broke into my house asap,EMERGENCY
urgent someone is bothering me now,HARASSMENT
help he is abusing me immediately,HARASSMENT
please i feel secure now,SAFE
quick i am being assaulted,EMERGENCY
please this place feels unsafe please,THREAT
help help me please asap,EMERGENCY
quick i reached home safely asap,SAFE
urgent i am scared right now please,THREAT
everything is okay,SAFE
please someone is following me asap,FOLLOWING
please safety precautions for women immediately,PREVENTION
he is abusing me now,HARASSMENT
someone is harassing me,HARASSMENT
help someone is yelling threats,THREAT
help ways to stay safe while traveling,PREVENTION
quick i am scared right now,THREAT
urgent a man is walking behind me please,FOLLOWING
this place feels unsafe now,THREAT
please i am getting inappropriate comments,HARASSMENT
quick safety precautions for women asap,PREVENTION
this area is dangerous now,THREAT
urgent i feel like i'm being watched asap,FOLLOWING
a man is walking behind me please,FOLLOWING
no problem now,SAFE
please someone is yelling threats,THREAT
help a man is walking behind me immediately,FOLLOWING
everything is okay,SAFE
help he is abusing me asap,HARASSMENT
please i reached home safely asap,SAFE
someone is yelling threats now,THREAT
i feel secure,SAFE
help i feel uncomfortable with someone please,HARASSMENT
please i am safe now please,SAFE
a man is walking behind me please,FOLLOWING
quick this area is dangerous immediately,THREAT
i am getting inappropriate comments please,HARASSMENT
quick how to stay safe at night now,PREVENTION
help i think someone is stalking me now,FOLLOWING
help a man is walking behind me,FOLLOWING
help i am safe now now,SAFE
someone broke into my house please,EMERGENCY
help a man is walking behind me please,FOLLOWING
urgent i feel secure now,SAFE
ways to stay safe while traveling asap,PREVENTION
please i am scared right now,THREAT
help i am safe now asap,SAFE
quick no problem now immediately,SAFE
i feel uncomfortable with someone now,HARASSMENT
please i feel like i'm being watched immediately,FOLLOWING
quick someone is yelling threats asap,THREAT
please someone is attacking me immediately,EMERGENCY
please everything is okay,SAFE
urgent how can i protect myself asap,PREVENTION
help someone is attacking me,EMERGENCY
please someone is bothering me,HARASSMENT
quick everything is okay immediately,SAFE
safety precautions for women,PREVENTION
i am safe now,SAFE
someone is attacking me immediately,EMERGENCY
help i am being assaulted asap,EMERGENCY
quick he is abusing me please,HARASSMENT
i feel secure asap,SAFE
i am in danger please,EMERGENCY
urgent safety precautions for women please,PREVENTION
i feel threatened,THREAT
i feel uncomfortable with someone please,HARASSMENT
safety precautions for women immediately,PREVENTION
quick this area is dangerous please,THREAT
quick i feel threatened,THREAT
i reached home safely immediately,SAFE
please give me safety tips now,PREVENTION
this place feels unsafe asap,THREAT
help someone is chasing me,FOLLOWING
quick i feel secure now,SAFE
help i feel threatened immediately,THREAT
urgent i reached home safely please,SAFE
urgent i reached home safely please,SAFE
help someone is chasing me please,FOLLOWING
quick he is abusing me please,HARASSMENT
urgent someone is attacking me please,EMERGENCY
help someone is bothering me please,HARASSMENT
i am getting inappropriate comments immediately,HARASSMENT
please someone is bothering me now,HARASSMENT
urgent everything is okay asap,SAFE
quick someone is attacking me now,EMERGENCY
quick no problem now please,SAFE
please someone is attacking me immediately,EMERGENCY
urgent someone is chasing me please,FOLLOWING
quick everything is okay,SAFE
please give me safety tips asap,PREVENTION
someone broke into my house now,EMERGENCY
please this area is dangerous,THREAT
quick i am getting inappropriate comments now,HARASSMENT
quick someone is attacking me asap,EMERGENCY
help everything is okay please,SAFE
i am being assaulted please,EMERGENCY
urgent no problem now immediately,SAFE
quick help me please,EMERGENCY
a man is walking behind me immediately,FOLLOWING
help i feel like i'm being watched asap,FOLLOWING
i feel secure now,SAFE
please someone is yelling threats immediately,THREAT
help i feel threatened please,THREAT
please i am being assaulted now,EMERGENCY
i feel uncomfortable with someone asap,HARASSMENT
quick give me safety tips,PREVENTION
urgent i am in danger now,EMERGENCY
quick i am in danger please,EMERGENCY
quick i am being assaulted immediately,EMERGENCY
help someone is bothering me please,HARASSMENT
urgent someone is chasing me immediately,FOLLOWING
quick this area is dangerous now,THREAT
quick no problem now,SAFE
someone is yelling threats immediately,THREAT
quick i am in danger now,EMERGENCY
i am in danger please,EMERGENCY
everything is okay please,SAFE
help i reached home safely immediately,SAFE
urgent this area is dangerous,THREAT
quick someone is harassing me immediately,HARASSMENT
help safety precautions for women immediately,PREVENTION
please i think someone is stalking me,FOLLOWING
quick a man is walking behind me asap,FOLLOWING
help i think someone is stalking me asap,FOLLOWING
please he is abusing me now,HARASSMENT
this area is dangerous immediately,THREAT
someone is bothering me please,HARASSMENT
please i feel secure immediately,SAFE
help how can i protect myself asap,PREVENTION
quick how can i protect myself immediately,PREVENTION
quick i am being assaulted immediately,EMERGENCY
please i feel threatened please,THREAT
please someone is harassing me please,HARASSMENT
please a man is walking behind me now,FOLLOWING
everything is okay immediately,SAFE
quick a man is walking behind me please,FOLLOWING
quick someone is harassing me immediately,HARASSMENT
quick someone is bothering me asap,HARASSMENT
quick he is abusing me,HARASSMENT
help someone broke into my house,EMERGENCY
help this place feels unsafe immediately,THREAT
quick help me please immediately,EMERGENCY
urgent i am safe now immediately,SAFE
urgent everything is okay now,SAFE
he is abusing me asap,HARASSMENT
quick safety precautions for women,PREVENTION
urgent help me please now,EMERGENCY
help give me safety tips now,PREVENTION
please i feel uncomfortable with someone now,HARASSMENT
please this area is dangerous now,THREAT
urgent i feel uncomfortable with someone immediately,HARASSMENT
please everything is okay please,SAFE
urgent how to stay safe at night please,PREVENTION
help how to stay safe at night now,PREVENTION
quick someone broke into my house asap,EMERGENCY
help ways to stay safe while traveling please,PREVENTION
please someone broke into my house immediately,EMERGENCY
quick ways to stay safe while traveling please,PREVENTION
help i reached home safely please,SAFE
help everything is okay asap,SAFE
please someone is harassing me immediately,HARASSMENT
urgent help me please,EMERGENCY
i am in danger please,EMERGENCY
urgent everything is okay please,SAFE
a man is walking behind me,FOLLOWING
help someone is yelling threats immediately,THREAT
i think someone is stalking me asap,FOLLOWING
please a man is walking behind me asap,FOLLOWING
i am being assaulted asap,EMERGENCY
urgent someone is yelling threats now,THREAT
urgent no problem now asap,SAFE
help i feel uncomfortable with someone now,HARASSMENT
please i am being assaulted immediately,EMERGENCY
i think someone is stalking me asap,FOLLOWING
please someone is bothering me please,HARASSMENT
a man is walking behind me,FOLLOWING
please i feel threatened,THREAT
quick a man is walking behind me now,FOLLOWING
urgent i feel like i'm being watched now,FOLLOWING
quick i am in danger,EMERGENCY
someone is harassing me please,HARASSMENT
please this place feels unsafe immediately,THREAT
help i feel like i'm being watched,FOLLOWING
help how to stay safe at night immediately,PREVENTION
help i am getting inappropriate comments,HARASSMENT
urgent i am getting inappropriate comments asap,HARASSMENT
help someone is bothering me immediately,HARASSMENT
how to stay safe at night,PREVENTION
quick i am getting inappropriate comments now,HARASSMENT
help someone broke into my house now,EMERGENCY
please i feel uncomfortable with someone asap,HARASSMENT
urgent help me please now,EMERGENCY
quick someone is chasing me immediately,FOLLOWING
i am scared right now now,THREAT
i feel uncomfortable with someone please,HARASSMENT
someone is following me immediately,FOLLOWING
please how to stay safe at night now,PREVENTION
urgent help me please now,EMERGENCY
someone broke into my house please,EMERGENCY
help how to stay safe at night asap,PREVENTION
urgent a man is walking behind me please,FOLLOWING
please i am safe now immediately,SAFE
urgent someone is attacking me please,EMERGENCY
urgent give me safety tips now,PREVENTION
urgent this area is dangerous now,THREAT
no problem now please,SAFE
please someone is bothering me asap,HARASSMENT
he is abusing me asap,HARASSMENT
urgent i reached home safely,SAFE
urgent someone is harassing me please,HARASSMENT
urgent i reached home safely please,SAFE
urgent someone is harassing me please,HARASSMENT
help i feel threatened immediately,THREAT
please i am in danger asap,EMERGENCY
help i am being assaulted asap,EMERGENCY
quick someone is bothering me please,HARASSMENT
help this area is dangerous please,THREAT
i am being assaulted asap,EMERGENCY
give me safety tips now,PREVENTION
urgent i feel like i'm being watched,FOLLOWING
he is abusing me please,HARASSMENT
urgent someone is bothering me now,HARASSMENT
please i am scared right now please,THREAT
quick give me safety tips now,PREVENTION
help i feel threatened asap,THREAT
help i feel threatened asap,THREAT
please i am safe now now,SAFE
quick i reached home safely now,SAFE
please everything is okay please,SAFE
help help me please,EMERGENCY
help how to stay safe at night,PREVENTION
urgent i feel threatened,THREAT
please a man is walking behind me please,FOLLOWING
someone is chasing me asap,FOLLOWING
i feel like i'm being watched asap,FOLLOWING
please i think someone is stalking me asap,FOLLOWING
please someone is yelling threats immediately,THREAT
quick someone is harassing me asap,HARASSMENT
quick i think someone is stalking me,FOLLOWING
urgent i think someone is stalking me now,FOLLOWING
quick i am safe now now,SAFE
urgent he is abusing me asap,HARASSMENT
help everything is okay now,SAFE
someone is harassing me now,HARASSMENT
i am getting inappropriate comments asap,HARASSMENT
please no problem now immediately,SAFE
please a man is walking behind me,FOLLOWING
this area is dangerous,THREAT
urgent how can i protect myself immediately,PREVENTION
please i feel uncomfortable with someone immediately,HARASSMENT
someone is attacking me now,EMERGENCY
quick i am getting inappropriate comments immediately,HARASSMENT
someone is harassing me asap,HARASSMENT
please someone is attacking me immediately,EMERGENCY
urgent i feel like i'm being watched now,FOLLOWING
quick i am being assaulted,EMERGENCY
i am scared right now please,THREAT
give me safety tips immediately,PREVENTION
quick he is abusing me asap,HARASSMENT
please someone is chasing me asap,FOLLOWING
urgent he is abusing me immediately,HARASSMENT
quick someone is attacking me please,EMERGENCY
safety precautions for women,PREVENTION
please everything is okay please,SAFE
someone is chasing me now,FOLLOWING
quick someone broke into my house,EMERGENCY
please i reached home safely now,SAFE
please give me safety tips now,PREVENTION
someone broke into my house immediately,EMERGENCY
quick no problem now please,SAFE
quick someone broke into my house please,EMERGENCY
please i think someone is stalking me immediately,FOLLOWING
help someone is bothering me please,HARASSMENT
someone is harassing me now,HARASSMENT
quick how can i protect myself,PREVENTION
urgent i reached home safely,SAFE
someone is chasing me asap,FOLLOWING
help he is abusing me please,HARASSMENT
please i am being assaulted asap,EMERGENCY
quick i am in danger asap,EMERGENCY
urgent someone is yelling threats immediately,THREAT
quick i am scared right now,THREAT
quick i reached home safely,SAFE
quick i feel like i'm being watched please,FOLLOWING
i feel threatened immediately,THREAT
quick i am in danger asap,EMERGENCY
help i am being assaulted,EMERGENCY
please he is abusing me now,HARASSMENT
urgent i am in danger now,EMERGENCY
help i reached home safely,SAFE
urgent i am safe now immediately,SAFE
urgent i reached home safely,SAFE
help a man is walking behind me immediately,FOLLOWING
please someone is chasing me now,FOLLOWING
please i reached home safely,SAFE
urgent safety precautions for women asap,PREVENTION
quick ways to stay safe while traveling,PREVENTION
help this place feels unsafe,THREAT
i am getting inappropriate comments asap,HARASSMENT
this place feels unsafe,THREAT
urgent i reached home safely please,SAFE
help i reached home safely now,SAFE
urgent i feel secure now,SAFE
quick no problem now please,SAFE
i feel uncomfortable with someone immediately,HARASSMENT
help no problem now,SAFE
please how to stay safe at night immediately,PREVENTION
urgent how to stay safe at night,PREVENTION
how can i protect myself now,PREVENTION
give me safety tips,PREVENTION
urgent a man is walking behind me asap,FOLLOWING
urgent i am scared right now please,THREAT
please i feel uncomfortable with someone now,HARASSMENT
i think someone is stalking me now,FOLLOWING
everything is okay now,SAFE
quick this place feels unsafe asap,THREAT
quick i feel uncomfortable with someone now,HARASSMENT
no problem now asap,SAFE
please someone is yelling threats immediately,THREAT
quick ways to stay safe while traveling,PREVENTION
quick i reached home safely please,SAFE
quick no problem now asap,SAFE
someone is attacking me please,EMERGENCY
urgent i feel threatened asap,THREAT
please this place feels unsafe please,THREAT
urgent i feel secure,SAFE
quick someone broke into my house,EMERGENCY
please i feel uncomfortable with someone asap,HARASSMENT
urgent someone is harassing me now,HARASSMENT
help someone broke into my house immediately,EMERGENCY
quick someone is harassing me now,HARASSMENT
quick i feel uncomfortable with someone please,HARASSMENT
help i am safe now now,SAFE
help someone is bothering me immediately,HARASSMENT
help someone is attacking me,EMERGENCY
urgent he is abusing me please,HARASSMENT
please i feel uncomfortable with someone immediately,HARASSMENT
please everything is okay asap,SAFE
help i am being assaulted now,EMERGENCY
quick i reached home safely,SAFE
help someone is attacking me,EMERGENCY
quick give me safety tips please,PREVENTION
quick i am being assaulted please,EMERGENCY
urgent how can i protect myself please,PREVENTION
please someone is attacking me asap,EMERGENCY
please help me please asap,EMERGENCY
quick someone is harassing me immediately,HARASSMENT
help i feel uncomfortable with someone immediately,HARASSMENT
someone is following me now,FOLLOWING
quick safety precautions for women immediately,PREVENTION
quick someone broke into my house immediately,EMERGENCY
urgent someone is chasing me please,FOLLOWING
please ways to stay safe while traveling now,PREVENTION
urgent give me safety tips please,PREVENTION
help he is abusing me asap,HARASSMENT
urgent someone broke into my house,EMERGENCY
help i think someone is stalking me now,FOLLOWING
urgent i am scared right now please,THREAT
urgent someone broke into my house please,EMERGENCY
quick safety precautions for women now,PREVENTION
someone is attacking me asap,EMERGENCY
urgent someone is chasing me immediately,FOLLOWING
please someone broke into my house now,EMERGENCY
someone is harassing me asap,HARASSMENT
safety precautions for women now,PREVENTION
please i feel threatened now,THREAT
please help me please now,EMERGENCY
i think someone is stalking me immediately,FOLLOWING
urgent someone is bothering me,HARASSMENT
quick ways to stay safe while traveling immediately,PREVENTION
i am being assaulted immediately,EMERGENCY
please give me safety tips please,PREVENTION
help he is abusing me immediately,HARASSMENT
urgent someone is following me now,FOLLOWING
please i think someone is stalking me please,FOLLOWING
please someone broke into my house now,EMERGENCY
quick safety precautions for women immediately,PREVENTION
urgent someone is attacking me immediately,EMERGENCY
quick everything is okay please,SAFE
help i am scared right now please,THREAT
please i am in danger immediately,EMERGENCY
urgent i am in danger immediately,EMERGENCY
help everything is okay now,SAFE
please ways to stay safe while traveling please,PREVENTION
please ways to stay safe while traveling,PREVENTION
please i think someone is stalking me immediately,FOLLOWING
please i am scared right now immediately,THREAT
please someone is yelling threats asap,THREAT
quick i think someone is stalking me now,FOLLOWING
urgent someone is attacking me please,EMERGENCY
please i am in danger please,EMERGENCY
urgent i am safe now,SAFE
please this area is dangerous please,THREAT
help safety precautions for women please,PREVENTION
please i reached home safely asap,SAFE
help someone is harassing me,HARASSMENT
urgent i feel threatened now,THREAT
help a man is walking behind me asap,FOLLOWING
please i feel like i'm being watched please,FOLLOWING
this area is dangerous asap,THREAT
urgent no problem now,SAFE
urgent help me please asap,EMERGENCY
help someone is harassing me please,HARASSMENT
quick give me safety tips please,PREVENTION
please someone is bothering me immediately,HARASSMENT
urgent i am getting inappropriate comments please,HARASSMENT
help this place feels unsafe immediately,THREAT
quick i am being assaulted,EMERGENCY
quick i feel uncomfortable with someone please,HARASSMENT
urgent how to stay safe at night now,PREVENTION
please i reached home safely asap,SAFE
please this place feels unsafe asap,THREAT
help i am in danger,EMERGENCY
please how can i protect myself please,PREVENTION
quick no problem now immediately,SAFE
urgent someone is bothering me,HARASSMENT
help i feel uncomfortable with someone now,HARASSMENT
someone is harassing me asap,HARASSMENT
please this place feels unsafe asap,THREAT
quick someone is harassing me now,HARASSMENT
i feel secure now,SAFE
help this place feels unsafe immediately,THREAT
i am scared right now please,THREAT
please someone is harassing me asap,HARASSMENT
quick i think someone is stalking me,FOLLOWING
quick no problem now please,SAFE
safety precautions for women,PREVENTION
please someone is bothering me,HARASSMENT
quick someone is following me asap,FOLLOWING
urgent i reached home safely asap,SAFE
urgent how can i protect myself immediately,PREVENTION
urgent someone is chasing me now,FOLLOWING
urgent a man is walking behind me immediately,FOLLOWING
please someone is attacking me now,EMERGENCY
please i think someone is stalking me now,FOLLOWING
please safety precautions for women now,PREVENTION
urgent ways to stay safe while traveling,PREVENTION
urgent i am safe now immediately,SAFE
help i think someone is stalking me asap,FOLLOWING
quick someone is attacking me now,EMERGENCY
quick everything is okay please,SAFE
please this place feels unsafe,THREAT
please i am in danger please,EMERGENCY
i am in danger please,EMERGENCY
help ways to stay safe while traveling please,PREVENTION
someone is following me immediately,FOLLOWING
a man is walking behind me please,FOLLOWING
quick everything is okay please,SAFE
please i feel uncomfortable with someone asap,HARASSMENT
help i feel threatened please,THREAT
quick i feel like i'm being watched,FOLLOWING
urgent someone is bothering me please,HARASSMENT
quick someone is attacking me asap,EMERGENCY
quick this area is dangerous asap,THREAT
quick someone is chasing me immediately,FOLLOWING
i feel threatened please,THREAT
please give me safety tips please,PREVENTION
quick this place feels unsafe now,THREAT
urgent i reached home safely immediately,SAFE
please everything is okay please,SAFE
i am in danger now,EMERGENCY
please i am being assaulted immediately,EMERGENCY
quick safety precautions for women asap,PREVENTION
quick how can i protect myself asap,PREVENTION
someone is yelling threats,THREAT
urgent everything is okay immediately,SAFE
help ways to stay safe while traveling,PREVENTION
ways to stay safe while traveling please,PREVENTION
help someone is bothering me now,HARASSMENT
quick i feel threatened please,THREAT
urgent i feel threatened asap,THREAT
quick how can i protect myself now,PREVENTION
please i am safe now immediately,SAFE
help i am scared right now now,THREAT
please someone is attacking me,EMERGENCY
help someone is harassing me,HARASSMENT
please help me please asap,EMERGENCY
help this place feels unsafe,THREAT
urgent i am safe now please,SAFE
i feel threatened asap,THREAT
quick this place feels unsafe immediately,THREAT
urgent someone is bothering me asap,HARASSMENT
i reached home safely now,SAFE
please someone is yelling threats immediately,THREAT
urgent he is abusing me asap,HARASSMENT
help someone is chasing me immediately,FOLLOWING
someone is yelling threats immediately,THREAT
help this area is dangerous now,THREAT
please a man is walking behind me asap,FOLLOWING
quick i am getting inappropriate comments,HARASSMENT
please i reached home safely asap,SAFE
quick someone is following me now,FOLLOWING
please someone broke into my house asap,EMERGENCY
help i am getting inappropriate comments immediately,HARASSMENT
someone broke into my house immediately,EMERGENCY
urgent how to stay safe at night,PREVENTION
urgent i am getting inappropriate comments,HARASSMENT
please i feel secure please,SAFE
please i feel secure please,SAFE
help no problem now please,SAFE
urgent i feel threatened please,THREAT
quick someone is bothering me asap,HARASSMENT
urgent everything is okay asap,SAFE
quick i am in danger immediately,EMERGENCY
quick i am being assaulted,EMERGENCY
help i am being assaulted now,EMERGENCY
quick someone broke into my house immediately,EMERGENCY
quick a man is walking behind me asap,FOLLOWING
urgent i feel secure immediately,SAFE
urgent i am in danger please,EMERGENCY
please i am scared right now please,THREAT
i am being assaulted immediately,EMERGENCY
someone is harassing me asap,HARASSMENT
help i feel threatened now,THREAT
urgent this area is dangerous please,THREAT
urgent help me please please,EMERGENCY
urgent someone broke into my house please,EMERGENCY
how to stay safe at night immediately,PREVENTION
urgent i feel threatened,THREAT
help someone is attacking me asap,EMERGENCY
please no problem now immediately,SAFE
urgent someone is yelling threats please,THREAT
help someone is harassing me please,HARASSMENT
urgent give me safety tips asap,PREVENTION
help i feel threatened asap,THREAT
please someone is following me now,FOLLOWING
help i am in danger asap,EMERGENCY
urgent i think someone is stalking me now,FOLLOWING
someone is bothering me please,HARASSMENT
quick i am in danger now,EMERGENCY
quick i am getting inappropriate comments immediately,HARASSMENT
please i am scared right now now,THREAT
urgent i feel like i'm being watched asap,FOLLOWING
please someone is yelling threats now,THREAT
help he is abusing me asap,HARASSMENT
help someone is yelling threats asap,THREAT
quick someone is yelling threats asap,THREAT
a man is walking behind me,FOLLOWING
urgent someone is attacking me asap,EMERGENCY
i am safe now now,SAFE
urgent a man is walking behind me now,FOLLOWING
urgent someone is following me asap,FOLLOWING
help someone broke into my house,EMERGENCY
please i am safe now asap,SAFE
help i feel like i'm being watched please,FOLLOWING
help no problem now asap,SAFE
quick a man is walking behind me,FOLLOWING
quick he is abusing me now,HARASSMENT
i feel uncomfortable with someone now,HARASSMENT
urgent i feel secure,SAFE
urgent someone is attacking me asap,EMERGENCY
quick safety precautions for women now,PREVENTION
quick no problem now asap,SAFE
please i feel threatened,THREAT
safety precautions for women please,PREVENTION
help ways to stay safe while traveling immediately,PREVENTION
urgent this area is dangerous immediately,THREAT
urgent i think someone is stalking me now,FOLLOWING
help someone is harassing me now,HARASSMENT
urgent i feel secure asap,SAFE
help this area is dangerous immediately,THREAT
this place feels unsafe now,THREAT
someone is following me immediately,FOLLOWING
please someone is bothering me now,HARASSMENT
please a man is walking behind me asap,FOLLOWING
quick i am in danger immediately,EMERGENCY
help i am being assaulted please,EMERGENCY
help i am being assaulted immediately,EMERGENCY
please i am in danger immediately,EMERGENCY
urgent i feel secure immediately,SAFE
help i feel uncomfortable with someone immediately,HARASSMENT
urgent someone is bothering me now,HARASSMENT
quick i am safe now immediately,SAFE
help someone is following me asap,FOLLOWING
i am being assaulted immediately,EMERGENCY
quick a man is walking behind me please,FOLLOWING
quick i am getting inappropriate comments immediately,HARASSMENT
please someone is following me please,FOLLOWING
please this place feels unsafe immediately,THREAT
i reached home safely now,SAFE
help safety precautions for women,PREVENTION
i feel threatened immediately,THREAT
help me please asap,EMERGENCY
a man is walking behind me immediately,FOLLOWING
quick someone is bothering me now,HARASSMENT
urgent everything is okay asap,SAFE
help i am being assaulted asap,EMERGENCY
please someone is attacking me please,EMERGENCY
help i reached home safely asap,SAFE
urgent someone is attacking me,EMERGENCY
quick help me please asap,EMERGENCY
urgent i am being assaulted now,EMERGENCY
help i think someone is stalking me immediately,FOLLOWING
please no problem now now,SAFE
help i am getting inappropriate comments now,HARASSMENT
someone broke into my house now,EMERGENCY
urgent ways to stay safe while traveling please,PREVENTION
urgent i am getting inappropriate comments,HARASSMENT
quick i am scared right now now,THREAT
quick someone is yelling threats please,THREAT
help i am safe now asap,SAFE
i am getting inappropriate comments asap,HARASSMENT
quick someone is harassing me immediately,HARASSMENT
please someone broke into my house,EMERGENCY
please help me please immediately,EMERGENCY
i feel secure please,SAFE
help i think someone is stalking me please,FOLLOWING
i feel secure asap,SAFE
urgent no problem now immediately,SAFE
urgent ways to stay safe while traveling immediately,PREVENTION
urgent someone is following me please,FOLLOWING
quick how can i protect myself,PREVENTION
please i am in danger,EMERGENCY
please no problem now,SAFE
urgent no problem now,SAFE
urgent i think someone is stalking me now,FOLLOWING
help how to stay safe at night asap,PREVENTION
please i am scared right now please,THREAT
quick ways to stay safe while traveling now,PREVENTION
urgent someone is bothering me asap,HARASSMENT
urgent ways to stay safe while traveling now,PREVENTION
please i feel uncomfortable with someone now,HARASSMENT
urgent someone is bothering me now,HARASSMENT
give me safety tips please,PREVENTION
help someone is chasing me asap,FOLLOWING
please this place feels unsafe now,THREAT
quick ways to stay safe while traveling please,PREVENTION
safety precautions for women asap,PREVENTION
please give me safety tips immediately,PREVENTION
urgent i reached home safely please,SAFE
please i am being assaulted,EMERGENCY
quick ways to stay safe while traveling immediately,PREVENTION
help i reached home safely immediately,SAFE
quick i am scared right now please,THREAT
someone is harassing me now,HARASSMENT
please i think someone is stalking me now,FOLLOWING
help someone is chasing me please,FOLLOWING
help a man is walking behind me please,FOLLOWING
ways to stay safe while traveling asap,PREVENTION
how to stay safe at night please,PREVENTION
help everything is okay now,SAFE
help i think someone is stalking me please,FOLLOWING
please i feel like i'm being watched please,FOLLOWING
please i reached home safely,SAFE
please this area is dangerous please,THREAT
urgent i feel uncomfortable with someone please,HARASSMENT
safety precautions for women please,PREVENTION
someone is bothering me please,HARASSMENT
quick i am scared right now,THREAT
how can i protect myself now,PREVENTION
help how to stay safe at night immediately,PREVENTION
someone is attacking me immediately,EMERGENCY
i feel like i'm being watched asap,FOLLOWING
someone is harassing me,HARASSMENT
please i am getting inappropriate comments please,HARASSMENT
quick i am scared right now now,THREAT
